sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"David Heyes","592","Ashton-under-Lyne","Labour","1519","1963","3882","http://sexymp.co.uk/mp/284.jpg","M","E14000537","66056","Ashton-under-Lyne","England","222450","109050","113350","2092.5","1002.5","1090","18","13","23","9.4","649.05","761","551","5.65","4.05","7.2","overlapped_by (calculated average)","E08000004,E08000008"
"Tom Watson","593","West Bromwich East","Labour","1511","2140","4212","http://sexymp.co.uk/mp/611.jpg","M","E14001029","65983","West Bromwich East","England","309000","152100","156900","2775","1379","1396","33","25","56","9","610.6","749.1","501.9","6.6","5","11.1","covered_by","E08000028"
"Andrew Miller","594","Ellesmere Port and Neston","Labour","1484","2107","4045","http://sexymp.co.uk/mp/422.jpg","M","E14000688","65991","Ellesmere Port and Neston","England","329500","160600","168900","3155","1503","1652","17","16","33","9.6","528.4","616.9","452.4","4.5","4.3","8.8","covered_by","E06000050"
"Richard Bacon","595","South Norfolk","Conservative","1396","2011","3536","http://sexymp.co.uk/mp/19.jpg","M","E14000941","65666","South Norfolk","England","124500","60700","63800","1130","563","567","4","4","13","9.1","431.5","504.5","366.5","3.2","3.2","10.2","covered_by","E07000149"
"Conor Murphy","596","Newry and Armagh","Sinn Fein","1486","2024","3962","http://sexymp.co.uk/mp/445.jpg","M","N06000011","66134","Newry and Armagh","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Alan Whitehead","597","Southampton, Test","Labour","1476","1987","3864","http://sexymp.co.uk/mp/620.jpg","M","E14000956","65580","Southampton, Test","England","235900","119200","116700","1750","843","907","14","6","29","7.4","551.9","657.9","458.1","3.9","1.7","8.1","covered_by","E06000045"
"Mike Gapes","598","Ilford South","Labour Co-operative","1562","1924","4085","http://sexymp.co.uk/mp/216.jpg","M","E14000760","65585","Ilford South","England","281400","139500","141900","1733","835","898","15","7","40","6.2","474.7","563.2","406.7","3.3","1.5","8.6","covered_by","E09000026"
"John Robertson","599","Glasgow North West","Labour","1500","2064","4132","http://sexymp.co.uk/mp/510.jpg","M","S14000033","14429","Glasgow North West","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"George Young","600","North West Hampshire","Conservative","1448","1997","3783","http://sexymp.co.uk/mp/648.jpg","M","E14000857","65894","North West Hampshire","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Malcom Rifkind","601","Kensington","Conservative","1352","1971","3365","http://sexymp.co.uk/mp/504.jpg","M","E14000768","65939","Kensington","England","158300","78100","80200","814","407","407","9","7","21","5.1","423.6","496","358.5","4.1","3.2","9.5","covered_by","E09000020"
"Bob Blackman","602","Harrow East","Conservative","1522","2577","5279","http://sexymp.co.uk/mp/52.jpg","M","E14000731","65650","Harrow East","England","240500","118900","121600","1414","711","703","18","11","23","5.9","410.8","497.7","336.8","5.2","3.2","6.6","covered_by","E09000015"
"Michael Fabricant","603","Lichfield","Conservative","1294","2092","3344","http://sexymp.co.uk/mp/195.jpg","M","E14000791","66046","Lichfield","England","849500","420400","429100","7591","3625","3966","46","33","73","8.9","510.2","589.8","445.6","5.1","3.7","8.1","covered_by","E10000028"
"Stephem Hammond","604","Wimbledon","Conservative","1360","2004","3485","http://sexymp.co.uk/mp/258.jpg","M","E14001040","65827","Wimbledon","England","200500","99000","101500","1171","566","605","15","9","26","5.8","480.8","572.2","407.3","4.2","2.5","7.3","covered_by","E09000024"
"Julie Hilling","605","Bolton West","Labour","1350","20332","34847","http://sexymp.co.uk/mp/286.jpg","F","E14000580","65738","Bolton West","England","297700","147550","150200","2706.5","1297.5","1409","16.5","10.5","36","9.1","614.9","705.05","535.0999999999999","4.25","2.7","9.15","overlapped_by (calculated average)","E08000001,E08000010"
"Virendra Sharma","606","Ealing, Southall","Labour","1400","2124","3858","http://sexymp.co.uk/mp/533.jpg","M","E14000676","65794","Ealing, Southall","England","339300","169800","169500","1866","970","896","24","18","56","5.5","499","605.3","404.4","4.1","3.1","9.6","covered_by","E09000009"
"John Pugh","607","Southport","Liberal Democrat","1523","1909","3962","http://sexymp.co.uk/mp/490.jpg","M","E14000958","65728","Southport","England","274000","131300","142700","3018","1489","1529","9","7","13","11","550.3","689.6","441.1","3.2","2.5","4.6","covered_by","E08000014"
"Alan Beith","608","Berwick-upon-Tweed","Liberal Democrat","1496","1928","3909","http://sexymp.co.uk/mp/38.jpg","M","E14000554","65726","Berwick-upon-Tweed","England","316300","154200","162000","3267","1571","1696","14","6","14","10.3","541.9","630.5","466.8","4.7","2","4.7","covered_by","E06000057"
"Hywell Williams","609","Arfon","Plaid Cymru","1525","1934","4035","http://sexymp.co.uk/mp/626.jpg","M","W07000057","66108","Arfon","Wales","121500","59700","61800","1173","593","580","6","4","16","9.7","485.1","615.8","378.9","4.5","3","12","covered_by","W06000002"
"Bob Russell","610","Colchester","Liberal Democrat","1459","1946","3877","http://sexymp.co.uk/mp/522.jpg","M","E14000644","65926","Colchester","England","173600","85800","87800","1432","663","769","8","4","9","8.2","517.2","597.3","441.3","3.7","1.8","4.1","covered_by","E07000071"
"David Tredinnick","611","Bosworth","Conservative","1310","2053","3458","http://sexymp.co.uk/mp/588.jpg","M","E14000583","66071","Bosworth","England","105300","51800","53500","877","446","431","2","2","6","8.3","457.1","558","379.3","0","0","4.9","covered_by","E07000132"
"Ian Swales","612","Redcar","Liberal Democrat","1324","2093","3632","http://sexymp.co.uk/mp/574.jpg","M","E14000891","66032","Redcar","England","136800","66700","70100","1382","670","712","5","2.5","13","10.100000000000001","632.45","739.95","542.6500000000001","2.25","1","6.75","overlapped_by (calculated average)","E06000002,E06000003"
"David Willetts","613","Havant","Conservative","1461","1838","3738","http://sexymp.co.uk/mp/625.jpg","M","E14000736","65699","Havant","England","120800","58600","62200","1258","610","648","7","6","10","10.4","519.8","592.3","462.7","5.2","4.5","7.4","covered_by","E07000090"
"Steve Webb","614","Thornbury and Yate","Liberal Democrat","1340","2127","3801","http://sexymp.co.uk/mp/614.jpg","M","E14000994","65905","Thornbury and Yate","England","263400","130699","132700","2011","980","1031","5","4","12","7.6","456","538.5","380.3","1.6","1.3","3.8","covered_by","E06000025"
"Andrew Stunel","615","Hazel Grove","Liberal Democrat","1452","1922","3919","http://sexymp.co.uk/mp/571.jpg","M","E14000738","65557","Hazel Grove","England","283300","138400","144800","2523","1198","1325","22","13","31","8.9","502.7","589.2","426.3","6.5","3.9","9.2","covered_by","E08000007"
"Helen Goodman","616","Bishop Auckland","Labour","1283","20501","34663","http://sexymp.co.uk/mp/233.jpg","F","E14000569","65820","Bishop Auckland","England","513000","251200","261800","5202","2462","2740","23","16","49","10.1","599.1","684.3","525.2","3.9","2.7","8.4","covered_by","E06000047"
"Richard Ottaway","617","Croydon South","Conservative","1417","1855","3656","http://sexymp.co.uk/mp/467.jpg","M","E14000656","65923","Croydon South","England","364800","176900","187900","2365","1145","1220","23","13","43","6.5","513","606.6","435.6","4","2.3","7.5","covered_by","E09000008"
"Lindsay Roy","618","Glenrothes","Labour","1596","1836","4312","http://sexymp.co.uk/mp/517.jpg","M","S14000036","14432","Glenrothes","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Robert Smith","619","West Aberdeenshire and Kincardine","Liberal Democrat","1409","1932","3778","http://sexymp.co.uk/mp/553.jpg","M","S14000058","14455","West Aberdeenshire and Kincardine","Scotland","247600","122900","124700","2191","1074","1117","8","3","17","8.8","550.4","631.5","479.4","3","1.1","6.3","covered_by","S12000034"
"Shailesh Vara","620","North West Cambridgeshire","Conservative","1362","1900","3529","http://sexymp.co.uk/mp/599.jpg","M","E14000855","65565","North West Cambridgeshire","England","325600","162233.33333333334","163400","2380","1184.6666666666667","1195.3333333333333","15","10","26","7.266666666666667","480","582.5333333333333","398.3","3.6333333333333333","2.4","6.133333333333333","overlapped_by (calculated average)","E06000031,E10000003,E07000011"
"Patrick Mercer","621","Newark","Conservative","1329","1986","3577","http://sexymp.co.uk/mp/417.jpg","M","E14000829","65696","Newark","England","786800","387200","399600","7333","3540","3793","33","24","64","9.3","525.1","611.2","451.9","3.7","2.7","7.1","covered_by","E10000024"
"Anne McGuire","622","Stirling","Labour","1302","20320","35619","http://sexymp.co.uk/mp/406.jpg","F","S14000057","14454","Stirling","Scotland","90800","43300","47400","782","350","432","2","0","1","8.6","521.5","600.4","463.3","0","0","0","covered_by","S12000030"
"Annette Brooke","623","Mid Dorset and North Poole","Liberal Democrat","1472","18235","38497","http://sexymp.co.uk/mp/73.jpg","F","E14000815","66061","Mid Dorset and North Poole","England","173600","84575","89000","1903","921.75","981.25","5.25","3","7.75","10.775","430.825","512.85","360.7","1.75","0.975","3.05","overlapped_by (calculated average)","E06000029,E10000009,E07000049,E07000051"
"Nick Harvey","624","North Devon","Liberal Democrat","1365","1947","3702","http://sexymp.co.uk/mp/269.jpg","M","E14000838","65658","North Devon","England","94000","45800","48200","1055","486","569","7","7","14","11.2","510.5","586.7","445.9","6.5","6.5","12.9","covered_by","E07000043"
"Anne Begg","625","Aberdeen South","Labour","1383","19359","37707","http://sexymp.co.uk/mp/37.jpg","F","S14000002","14399","Aberdeen South","Scotland","220400","109300","111200","1973","957","1016","8","5","11","9","618","739.3","511.4","3.1","1.9","4.2","covered_by","S12000033"
"Gordon Birtwistle","626","Burnley","Liberal Democrat","1414","1907","3840","http://sexymp.co.uk/mp/51.jpg","M","E14000609","65846","Burnley","England","87000","42800","44300","926","452","474","8","5","6","10.6","682.4","806.6","584.6","6.8","4.3","5.1","covered_by","E07000117"
"Oliver Letwin","627","West Dorset","Conservative","1391","1857","3658","http://sexymp.co.uk/mp/361.jpg","M","E14001031","65716","West Dorset","England","99300","47700","51600","1206","565","641","1","1","0","12.1","425.4","500.3","368.7","0","0","0","covered_by","E07000052"
"Norman Baker","628","Lewes","Liberal Democrat","1515","1811","4079","http://sexymp.co.uk/mp/23.jpg","M","E14000786","66020","Lewes","England","527200","254100","273100","6139","2820","3319","21","16","36","11.6","496","586.5","421.3","3.9","3","6.6","covered_by","E10000011"
"John Healey","629","Wentworth and Dearne","Labour","1466","1951","4195","http://sexymp.co.uk/mp/274.jpg","M","E14001028","65588","Wentworth and Dearne","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"James Arbuthnot","630","North East Hampshire","Conservative","1431","1873","3901","http://sexymp.co.uk/mp/16.jpg","M","E14000844","65729","North East Hampshire","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Rosie Cooper","631","West Lancashire","Labour","1336","19487","36947","http://sexymp.co.uk/mp/124.jpg","F","E14001033","65873","West Lancashire","England","110600","53800","56800","1068","515","553","5","4","10","9.7","551.6","652","472.6","4.5","3.6","8.9","covered_by","E07000127"
"David Winnick","632","Walsall North","Labour","1443","1942","4204","http://sexymp.co.uk/mp/636.jpg","M","E14001011","65890","Walsall North","England","269500","132400","137100","2426","1206","1220","36","26","41","9","571.7","691.3","467.2","9.6","6.9","10.9","covered_by","E08000030"
"Pat Doherty","633","West Tyrone","Sinn Fein","1536","1800","4294","http://sexymp.co.uk/mp/160.jpg","M","N06000018","66141","West Tyrone","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Fiona MacTaggart","634","Slough","Labour","1322","19338","38106","http://sexymp.co.uk/mp/383.jpg","F","E14000930","65680","Slough","England","140700","70400","70300","777","410","367","18","11","22","5.5","570.4","700","460.7","6.4","3.9","7.8","covered_by","E06000039"
"Julian Huppart","635","Cambridge","Liberal Democrat","1412","1832","3989","http://sexymp.co.uk/mp/309.jpg","M","E14000617","65927","Cambridge","England","122700","62600","60100","747","353","394","5","3","7","6.1","442.1","529.3","374.1","3.6","2.1","5","covered_by","E07000008"
"Alan Reid","636","Argyll and Bute","Liberal Democrat","1405","1874","4061","http://sexymp.co.uk/mp/501.jpg","M","S14000005","14402","Argyll and Bute","Scotland","89600","44600","45000","1047","521","526","0","0","2","11.7","588","701.6","503.8","0","0","0","perfect","S12000035"
"Margaret Beckett","637","Derby South","Labour","1309","19586","38371","http://sexymp.co.uk/mp/36.jpg","F","E14000663","65863","Derby South","England","248900","123100","125800","1973","972","1001","17","13","34","7.9","523.9","627.4","435.5","4.7","3.6","9.2","covered_by","E06000015"
"Sandra Osborne","638","Ayr, Carrick and Cumnock","Labour","1304","19521","38211","http://sexymp.co.uk/mp/466.jpg","F","S14000006","14403","Ayr, Carrick and Cumnock","Scotland","111600","53500","58000","1412","655","757","8","3","8","12.7","621.6","712.5","551.1","7.5","2.8","7.4","covered_by","S12000028"
"Roger Williams","639","Brecon and Radnorshire","Liberal Democrat","1453","1787","4112","http://sexymp.co.uk/mp/628.jpg","M","W07000068","66088","Brecon and Radnorshire","Wales","96000","47300","48700","1007","505.5","501.5","3.5","3","10","10.35","560.95","677.85","461.25","3.8","3.15","10.05","overlapped_by (calculated average)","W06000023,W06000024"
"Alun Michael","640","Cardiff South and Penarth","Labour Co-operative","1433","1858","4239","http://sexymp.co.uk/mp/419.jpg","M","W07000080","66119","Cardiff South and Penarth","Wales","345400","169900","175600","2609","1285","1324","21","18","35","7.6","547.7","669.8","452.9","4.4","3.8","7.3","covered_by","W06000015"
"Don Foster","641","Bath","Liberal Democrat","1446","1729","4026","http://sexymp.co.uk/mp/206.jpg","M","E14000547","65798","Bath","England","175500","85900","89600","1560","761","799","4","3","15","8.9","468.3","576.2","379.6","2.2","1.6","8.2","covered_by","E06000022"
"Ronnie Campbell","642","Blyth Valley","Labour","1463","1819","4398","http://sexymp.co.uk/mp/101.jpg","M","E14000575","65753","Blyth Valley","England","316300","154200","162000","3267","1571","1696","14","6","14","10.3","541.9","630.5","466.8","4.7","2","4.7","covered_by","E06000057"
"Glanda Jackson","643","Hampstead and Kilburn","Labour","1270","19064","37519","http://sexymp.co.uk/mp/312.jpg","F","E14000727","65576","Hampstead and Kilburn","England","266150","132700","133500","1287","676","611","25","18","40","4.85","459.5","558.55","376.5","6","4.4","9.55","overlapped_by (calculated average)","E09000007,E09000005"
